Region,District,HF,Expected reports,Actual reports,dropout rate,DPT3,PCV 3,wastage rate
Lango,Apac District,Provita Care Drugshop,,,,,,
Kampala,Kampala District,Public Medical Care,1,1,,,,
Acholi,Kitgum District,Pudor Health Centre II,1,1,-22,11,11,3.3
Acholi,Gulu District,Pugwinyi Health Centre II,1,1,9,20,20,0
Acholi,Gulu District,Pukony Health Centre II,1,1,-11,20,20,13.3
Kampala,Kampala District,Pulse Healthcare,1,1,,,,
Kampala,Kampala District,Pulse Medical Clinic,1,1,,,,
Kampala,Kampala District,Pulse Specialist Clinic,1,1,,,,
Acholi,Gulu District,Punena Health Centre II,1,1,-60,8,8,-16.7
Lango,Lira City,Punuluru Health Centre III,1,1,,,,
Karamoja,Abim District,Pupu Kamuya Health Centre II,1,1,0,17,17,-2
Acholi,Pader District,Puranga Health Centre III,1,1,52,16,16,78.9
Acholi,Pader District,Puranga Health Centre III,,,,,,
Acholi,Nwoya District,Purongo Health Centre III,1,1,-44,65,65,
Bukedi,Tororo District,Pusere Health Centre II,1,1,-11,31,31,14
Bukedi,Butebo District,Putti Health Centre II,1,1,-10,32,32,-2250
Lango,Oyam District,Pwoc En Gum Medical Centre,,,,,,
Lango,Lira City,Q & J Clinic Health Centre II,,,,,,
Bugisu,Kapchorwa District,Quality Care Clinic,1,1,,,,
South Central,Wakiso District,Quality Care Clinic (Kireka),1,1,-25,10,10,28.6
Kampala,Kampala District,Quality Care Clinic (Kisenyi),1,1,,,,
Kampala,Kampala District,Quality Care Clinic (Mutungu),1,0,,,,
Ankole,Kazo District,Quality Care Medical Clinic,1,1,,,,
Kampala,Kampala District,Quality Clinuc and Diagnostic Centre,,,,,,
Kampala,Kampala District,Quality General Clinic,,,,,,
Kampala,Kampala District,Quality Medical Care,,,,,,
Kampala,Kampala District,Quality Medical Care,1,0,,,,
Bukedi,Tororo District,Quality Medical Clinic,1,1,,,,
Kampala,Kampala District,Quality Medical Clinic,1,0,,,,
Kampala,Kampala District,Quality Medical Diagnostic Laboratory,1,0,,,,
Ankole,Kazo District,Quality Services Medical Clinic,1,1,,,,
South Central,Wakiso District,Qudra Medical Health Centre II,1,0,,,,
Ankole,Rubirizi District,Queen Elizabeth Health Centre II,1,1,,,,
Kampala,Kampala District,Queens Health Clinic,1,1,-23,16,16,0
Kampala,Kampala District,Queens Health Services,,,,,,
South Central,Wakiso District,Quest Medical Care,,,,,,
Kampala,Kampala District,Quick Crae Clinic,1,0,,,,
Kampala,Kampala District,Quick Heal Clinic,,,,,,
Kampala,Kampala District,Quick Life Saver,,,,,,
Kampala,Kampala District,Quraish Clinic,1,1,,,,
Kampala,Kampala District,Quraish Medical Centre,,,,,,
Kampala,Kampala District,Quuis General Clinic,,,,,,
South Central,Kyotera District,R and B Drug Shop,,,,,,
Kampala,Kampala District,R4B Medical Clinic,,,,,,
Kampala,Kampala District,Ra-Pharma Medical Centre,1,0,,,,
Busoga,Namayingo District,Rabachi Health Centre II,1,1,-82,20,20,2.2
Kampala,Kampala District,Rabin Clinic,,,,,,
Acholi,Pader District,Rackoko Health Centre III,1,1,55,5,5,20.9
West Nile,Pakwach District,Ragem Health Centre II,1,1,-40,35,35,-35.7
West Nile,Pakwach District,Ragem Prisons Health Centre II,1,1,,2,,
Kampala,Kampala District,Rahma Centel Clinic,,,,,,
Kampala,Kampala District,Rahma Central Clinic,1,0,,,,
Kampala,Kampala District,Rahma Clinic,,,,,,
Kampala,Kampala District,Rahma Health Care Clinic,1,1,,,,
Kampala,Kampala District,Rahmah Family,1,1,,,,
Tooro,Kasese District,Railway Health Centre III,1,1,-35,27,27,70.8
Kampala,Kampala District,Rainbow City Hosppital (U) Ltd,,,,,,
Lango,Oyam District,Raino Drugshop,,,,,,
Kampala,Kampala District,Raj Medical Centre,1,0,,,,
South Central,Rakai District,Rakai General Hospital,1,1,18,28,28,26
South Central,Kyotera District,Rakai Health Sciences Program Clinic,1,1,,,,
South Central,Rakai District,Rakai Kiziba Health Centre III,1,1,-38,18,18,43.3
South Central,Rakai District,Rakai Prisons Health Centre II,1,1,,,,
Tooro,Bunyangabu District,Rambia Health Centre III,1,1,,,,
West Nile,Moyo District,Ramogi Health Centre II,1,1,25,3,3,45
Busoga,Jinja City,Rana Medical Centre,1,1,,,,
Kampala,Kampala District,Ranacom Health Care,,,,,,
Kampala,Kampala District,Ranavallian Medicare,1,1,,,,
Kampala,Kampala District,Raniah Medical Centre,,,,,,
North Central,Nakasongola District,Rapha Health Centre III,1,1,50,4,4,6.3
Kampala,Kampala District,Rapha Healthcare Services,,,,,,
Busoga,Jinja City,Rapha Medical Centre,,,,,,
South Central,Gomba District,Rapha Medical Centre,1,1,-12,9,9,0
Lango,Lira City,Rapha Medical Clinic,1,1,,,,
Busoga,Mayuge District,Rapha Medical Clinic,,,,,,
South Central,Wakiso District,Rapha Medical Health Centre III,1,1,,,,
South Central,Lyantonde District,Rapid cure medical clinic,1,1,,,,
Kampala,Kampala District,Ray Of Hope Medical Centre,1,0,,,,
South Central,Wakiso District,Ray Of Hope Medical Health Centre II,,,,,,
Tooro,Kasese District,RCRA Community Health Health Centre III,1,1,,,,
Kampala,Kampala District,Reach Out - Banda Clinic,1,1,,0,0,
Kampala,Kampala District,Reachout - Mbuya Clinic,1,1,,0,0,
Kampala,Kampala District,Reachout Kinawataka Clinic,1,1,,0,0,
Kampala,Kampala District,Real Medical Centre,1,1,,,,
Kampala,Kampala District,Real Medical Clinic,,,,,,
West Nile,Terego District,Reception Health Centre II,1,1,,1,1,
North Central,Kassanda District,Red Rose Health Centre IV,1,1,63,12,15,-230
South Central,Wakiso District,Redeemed Medical Centre,,,,,,
Kampala,Kampala District,Reference Health Services,1,1,,,,
Kampala,Kampala District,Regava Medical Clinic,1,0,,,,
Bugisu,Mbale City,Rehema Health Centre II,1,1,33,6,6,10
Kampala,Kampala District,Rela Dental Clinic,,,,,,
Kampala,Kampala District,Relief Family Medical Centre,1,0,,,,
Kampala,Kampala District,Rema Medical Centre,1,1,,,,
Kampala,Kampala District,Rema Medical Centre,1,1,,,,
Kampala,Kampala District,Rene Clinic,,,,,,
Karamoja,Kotido District,Rengen Health Centre III,1,1,-6,50,50,-17.5
Lango,Apac District,Reproductive Health Uganda (Apac) Health Centre II,1,1,,,,
West Nile,Arua City,Reproductive Health Uganda (Arua),1,1,,,,
Ankole,Bushenyi District,Reproductive Health Uganda (Bushenyi) Special Clinic,1,1,,,,
Kampala,Kampala District,Reproductive Health Uganda (Bwaise),1,1,,,,
Tooro,Fort Portal City,Reproductive Health Uganda (Fort Portal),1,1,,,,
Acholi,Gulu City,Reproductive Health Uganda (Gulu) Health Centre II,1,1,33,2,6,0
Bunyoro,Hoima City,Reproductive Health Uganda (Hoima),1,1,,,,
Busoga,Iganga District,Reproductive Health Uganda (Iganga) Health Centre II,1,1,,,,
Kigezi,Kabale District,Reproductive Health Uganda (Kabale),1,1,,,,
Busoga,Kaliro District,Reproductive Health Uganda (Kaliro),,,,,,
Bugisu,Kapchorwa District,Reproductive Health Uganda (Kapchorwa),1,1,-10,22,22,-9.8
Kampala,Kampala District,Reproductive Health Uganda (Ketego),1,1,,,,
Kampala,Kampala District,Reproductive Health Uganda (Kisenyi),,,,,,
Lango,Lira City,Reproductive Health Uganda (Lira) Health Centre III,1,1,,,,
North Central,Luwero District,Reproductive Health Uganda (Luwero),1,1,,,,
Bugisu,Mbale City,Reproductive Health Uganda (Mbale),1,1,,,,
Ankole,Mbarara City,Reproductive Health Uganda (Mbarara) Special Clinic,1,1,50,2,6,
North Central,Mityana District,Reproductive Health Uganda (Mityana),1,1,,,,
Bukedi,Tororo District,Reproductive Health Uganda (Tororo),1,1,,,,
West Nile,Adjumani District,Reproductive Health Uganda Health Centre II,1,1,,,,
Bunyoro,Kiryandongo District,Restoration Gateway Hospital,1,1,69,5,5,61.7
Kampala,Kampala District,Reuben Clinic,1,1,,,,
Lango,Oyam District,Rhano Drugshop,,,,,,
West Nile,Arua City,Rhema Hospital,1,1,-43,20,20,0
Kampala,Kampala District,Rhema Medical And Dental Clinic,,,,,,
West Nile,Koboko District,Rhema Medical Centre,1,1,,,,
West Nile,Zombo District,Rhema Medical Centre,1,1,,,,
West Nile,Yumbe District,Rhema Medical Clinic,1,1,,,,
South Central,Wakiso District,Rhema Medical Services Health Centre III,,,,,,
West Nile,Madi-Okollo District,Rhino Camp Health Centre IV,1,1,64,29,29,2.3
Kampala,Kampala District,Rhino Dental Clinic,,,,,,
Kampala,Kampala District,Rhona Medical Centre,1,1,38,5,4,-850
Kampala,Kampala District,Rick Medical Centre,,,,,,
Kampala,Kampala District,Rift Valley Medical Centre,1,1,,,,
West Nile,Arua City,Riki Health Centre III,1,1,,,,
Karamoja,Kotido District,Rikitae Health Centre II,1,1,-69,44,44,30.7
Kampala,Kampala District,Rinah medical centre,,,,,,
Bunyoro,Kakumiro District,Rinamo Clinic,1,1,38,13,13,
Kampala,Kampala District,Ring Road Clinic,,,,,,
Kampala,Kampala District,Rion Medical centre,1,1,,,,
Kampala,Kampala District,Ripaul Clinic,1,0,,,,
Busoga,Jinja City,Rippon Medical Services,1,1,,,,
Kampala,Kampala District,Rita Health Care Services Clinic,,,,,,
Kampala,Kampala District,Ritath Clinic,,,,,,
Kampala,Kampala District,Rite Medic Clinic (Kitintale),1,1,,,,
Kampala,Kampala District,River Jordan Medical Centre,,,,,,
Kampala,Kampala District,River Jordan Medical Centre,1,1,-36,15,14,
West Nile,Arua City,River Oli Health Centre IV,1,1,-75,390,390,-374.4
Bukedi,Budaka District,River Side Medical Research Centre,,,,,,
Bugisu,Bukwo District,Riwo Health Centre III,1,1,-28,23,23,32.5
Kampala,Kampala District,Rk Medical Clinic,1,0,,,,
West Nile,Adjumani District,Robidire Health Centre III,1,1,0,56,56,25.9
Kampala,Kampala District,Robinah Health Clinic,,,,,,
Acholi,Omoro District,Robos Medical Centre,,,,,,
Kampala,Kampala District,Rock Clinic,1,1,0,5,2,0
Bugisu,Kapchorwa District,Rock Clinic,1,1,,,,
Kampala,Kampala District,Rock Medical Centre,,,,,,
Kampala,Kampala District,Rocket Health Clinic,1,1,,,,
Kampala,Kampala District,Rod Clinic,,,,,,
North Central,Mityana District,Rode Clinic,1,1,,,,
North Central,Mukono District,Rojos Health Centre II,,,,,,
Acholi,Lamwo District,Romeo Health Centre II,1,1,,,,
Kampala,Kampala District,Ron Medical Clinic,1,0,,,,
South Central,Wakiso District,Rona Medical Clinic,,,,,,
Kampala,Kampala District,Ronah Medical Centre,1,0,,,,
Kampala,Kampala District,Ronald Medical Centre,,,,,,
Lango,Lira City,Ronam Medical Clinic,,,,,,
South Central,Wakiso District,Ronella Medical Health Centre III,,,,,,
Kampala,Kampala District,Ronnie Clinic,1,1,,,,
Busoga,Jinja City,Ronz Medical Centre,1,1,,,,
South Central,Wakiso District,Roofings Limited Clinic,,,,,,
Lango,Oyam District,Rop Kwoo Drugshop,,,,,,
Kampala,Kampala District,Rosaac Medical Centre,,,,,,
Kampala,Kampala District,Rose Medical Centre,,,,,,
West Nile,Nebbi District,Rose of Sharon maternity Health Centre III,1,1,-72,31,31,0
Kampala,Kampala District,Rosemary Clinic,1,0,,,,
Lango,Kwania District,Rosemary Memorial Clinic,,,,,,
Kampala,Kampala District,Roswell Women and Children Hospital,1,1,33,20,23,14
North Central,Mukono District,Rotom (Mukono) Health Centre II,1,1,,,,
Kigezi,Rukiga District,Rotom Clinic,1,1,,,,
Kampala,Kampala District,Royal Clinic (Busega),,,,,,
Kampala,Kampala District,Royal Clinic (Kasubi),,,,,,
Tooro,Kyenjojo District,Royal Doctors & Research Clinic,1,1,,,,
South Central,Wakiso District,Royal Domicilliary Clinic,1,1,-33,4,5,-400
Lango,Kole District,Royal Drugshop,,,,,,
Kampala,Kampala District,Royal Health Care,1,0,,,,
Kampala,Kampala District,Royal Hill Cross Clinic,1,1,-1000,11,11,0
Kampala,Kampala District,Royal Medical Clinic (Bwaise III),,,,,,
Kampala,Kampala District,Royal Medical Clinic (Kamwokya II),1,1,,,,
South Central,Wakiso District,"Royal Medical Clinic, Katooke",,,,,,
South Central,Wakiso District,Royal Medical Services Entebbe Health Centre III,,,,,,
Kampala,Kampala District,Royal Medicare,1,0,,,,
South Central,Wakiso District,Royal Psychiatric Clinic,,,,,,
North Central,Mukono District,Royal Van Zanten Health Centre II,1,1,,,,
South Central,Wakiso District,Royale Health Services Health Centre III,1,1,,,,
Kampala,Kampala District,Rs Clinic,,,,,,
Kampala,Kampala District,Rubaga Road Clinic,1,1,,,,
Kigezi,Rubanda District,Rubanda District HQ Health Centre II,1,1,,,,
Kigezi,Rubanda District,Rubanda Kagunga Health Centre II,1,1,13,14,14,
Kigezi,Rubanda District,Rubanda PHC Health Centre III,1,1,18,28,28,26.7
Kigezi,Rubanda District,Rubanda Prisons Health Centre II,1,1,,,,
Kigezi,Rukungiri District,Rubanga Health Centre II,1,1,-40,7,7,
Ankole,Mitooma District,Rubare Health Centre II,1,1,,,,
Ankole,Ntungamo District,Rubare Health Centre IV,1,1,30,49,49,8.2
Ankole,Ntungamo District,Rubare Peoples Clinic,1,1,,,,
Kigezi,Kabale District,Rubaya COU Health Centre II,1,1,-92,23,23,13.3
Ankole,Ibanda District,Rubaya Health Centre II,1,1,33,8,8,3.3
Ankole,Mbarara District,Rubaya Health Centre III,1,1,45,23,23,34.8
Kigezi,Kabale District,Rubaya Health Centre IV,1,1,-2,47,47,30
Kampala,Kampala District,Rubby Medical Centre,1,0,,,,
Kigezi,Kanungu District,Rubimbwa Health Centre II,1,1,11,16,16,
Ankole,Mbarara District,Rubindi Health Centre III,1,1,2,49,49,38.3
Tooro,Fort Portal City,Rubingo Health Centre II,1,1,,2,,81.8
Kigezi,Kabale District,Rubira Solidale Health Centre II,1,1,,,,
Ankole,Rubirizi District,Rubirizi Medical Centre,1,1,,,,
Tooro,Bunyangabu District,Rubona Health Centre III,1,1,100,,,28.6
Tooro,Bunyangabu District,Rubona Medical Health Centre II,1,1,,,,
Ankole,Isingiro District,Rubondo Health Centre II,1,1,-10,11,11,78.3
Bukedi,Tororo District,Rubongi Military General Hospital,1,1,-21,23,23,3
Ankole,Isingiro District,Ruborogota Health Centre III,1,1,0,18,18,13.3
Kigezi,Kisoro District,Rubuguri Health Centre IV,1,1,30,19,15,-4.9
Ankole,Isingiro District,Rugaaga Health Care,,,,,,
Ankole,Ibanda District,Rugaaga Health Centre II,1,1,11,16,16,0
Ankole,Isingiro District,Rugaaga Health Centre IV,1,1,-37,48,48,27.7
Ankole,Ibanda District,Rugaaga Medical Centre,,,,,,
Kigezi,Rukungiri District,Rugando Health Centre II,1,1,25,3,3,0
Ankole,Ntungamo District,Rugarama Health Centre III,1,1,-6,100,100,2.4
Ankole,Sheema District,Rugarama Health Centre III,1,1,25,9,9,92.1
Kigezi,Kabale District,Rugarama Hospital,1,1,-26,44,44,-360
Bunyoro,Kagadi District,Rugashari Health Centre III,1,1,16,31,39,11.7
Ankole,Rubirizi District,Rugazi Health Centre IV,1,1,26,96,96,-29.9
Ankole,Rubirizi District,Rugazi Mission Health Centre II,1,1,-88,94,94,311.1
Tooro,Kasese District,Rugendabara  Health Centre II,1,1,11,8,8,3
Tooro,Kamwenge District,Rugonjo Medical Health Centre II,1,1,,0,,
Kigezi,Kanungu District,Rugyeyo Health Centre IV,1,1,-5,21,21,50.8
Ankole,Ntungamo District,Ruhama Health Centre III,1,1,5,39,39,12.9
Tooro,Kyegegwa District,Ruhangire Health Centre II,1,1,32,28,38,-12.2
Ankole,Bushenyi District,Ruharo Health Centre II,1,1,5,19,19,39
Ankole,Mbarara City,Ruharo Mission Hospital,1,1,12,15,15,10
Ankole,Isingiro District,Ruhiira Health Centre III,1,1,24,16,21,-56.8
Kigezi,Rubanda District,Ruhija Health Centre II,1,1,0,16,16,
Kigezi,Rubanda District,Ruhija Health Centre III,1,1,10,19,18,33.7
Kigezi,Rukungiri District,Ruhinda Health Centre III,1,1,0,28,27,-21.4
Ankole,Ntungamo District,Ruhoko Health Centre III,1,1,20,12,12,4.3
Ankole,Isingiro District,Ruhoko Health Centre III,1,1,-33,4,4,
Ankole,Ibanda District,Ruhoko Health Centre IV,1,1,-3,30,30,4.4
Ankole,Bushenyi District,Ruhumuro Health Centre III,1,1,-100,38,38,39.3
Ankole,Ntungamo District,Rukarango Health Centre II,1,1,-47,28,28,9.1
Kampala,Kampala District,Rukiga Medical Clinic,,,,,,
Ankole,Ibanda District,Rukiri Domiciliary Clinic,1,1,,,,
Ankole,Ibanda District,Rukiri Health Centre III,1,1,8,12,12,82.6
Tooro,Kasese District,Rukoki Health Centre IV,1,1,11,56,56,1.6
Tooro,Kasese District,Rukoki Prisons Health Centre II,1,0,,,,
Ankole,Sheema District,Rukondo Health Centre II,1,1,11,8,8,0
Ankole,Ntungamo District,Rukoni Health Centre III,1,1,0,40,40,7
Kampala,Kampala District,Ruku Medical Service,1,0,,,,
Kigezi,Rukungiri District,Rukungiri Blood Collection & Distribution Point,,,,,,
Kigezi,Rukungiri District,Rukungiri Health Centre IV,1,1,-15,38,38,-197.1
Kigezi,Rukungiri District,Rukungiri Police Health Centre II,1,1,,,,
Kigezi,Rukungiri District,Rukungiri Prisons Health Centre II,1,1,,,,
Tooro,Kamwenge District,Rukunyu General Hospital,1,1,22,49,49,20.7
Kampala,Kampala District,Rumat Clinic,,,,,,
Ankole,Rubirizi District,Rumuri Health Centre II,1,1,-18,13,13,-75
Kampala,Kampala District,Run Dental Clinic,1,0,,,,
Karamoja,Moroto District,Rupa Health Centre II,1,1,41,17,17,9.2
Ankole,Mitooma District,Rurama (Mitooma) Health Centre II,1,1,34,81,81,-391.7
Tooro,Kabarole District,Rurama Health Centre II,1,1,33,4,4,-750
Ankole,Kiruhura District,Rurambira Health Centre III,1,1,32,23,23,8.8
Ankole,Isingiro District,Rurongo Health Centre III,1,1,-42,17,17,35
Tooro,Kasese District,Rusese  Health Centre II,1,1,0,7,4,37.5
Tooro,Kasese District,Rusese Nursing Home Clinic,1,1,,,,
Kigezi,Kanungu District,Rushaka Health Centre II,1,1,0,16,16,120.5
Ankole,Buhweju District,Rushambya Health Centre III,1,1,-33,12,12,52.1
Ankole,Ibanda District,Rushango Health Centre II,1,1,-33,20,20,21.3
Ankole,Isingiro District,Rushasha Health Centre III,1,1,65,7,7,39.1
Kigezi,Rukungiri District,Rusheeshe Health Centre III,1,1,-87,15,15,14.3
Ankole,Kiruhura District,Rushere Community Hospital,1,1,0,36,36,17.8
Ankole,Bushenyi District,Rushinya Health Centre II,1,1,-133,7,7,35.5
Kigezi,Kabale District,Rushoroza Hospital,1,1,8,56,56,48
Ankole,Sheema District,Rushozi Health Centre II,1,1,17,10,10,34
Kigezi,Kabale District,Rusikizi Health Centre II,1,1,,,,
Kigezi,Kisoro District,Rutaka Health Centre III,1,1,0,19,19,27.9
Kigezi,Rukungiri District,Ruteete Health Centre II,1,1,-500,6,6,
Tooro,Kabarole District,Ruteete Health Centre IV,1,1,9,20,20,-1.4
Kigezi,Kanungu District,Rutenga Health Centre III,1,1,0,10,10,50
Kampala,Kampala District,Ruth Clinic,1,0,,,,
South Central,Wakiso District,Ruth Gaylord Hospital,1,1,-24,56,56,-35.1
Ankole,Mbarara City,Ruti Health Centre II,1,1,4,22,22,-28
Ankole,Mbarara City,Ruti Peoples Clinic,,,,,,
Kigezi,Rukungiri District,Rutooma (Buhunga) Health Centre II,1,1,-150,5,5,10
Kigezi,Kabale District,Rutooma (Kabale) Health Centre II,1,1,-25,10,10,30
Ankole,Bushenyi District,Rutooma Health Centre II,1,1,-8,13,13,7.5
Ankole,Rubirizi District,Rutoto SDA Dispensary Health Centre II,1,1,10,9,9,20
Ankole,Isingiro District,Ruyanga Health Centre II,1,1,19,21,21,8.8
Kigezi,Rukungiri District,Ruyonza Health Centre II,1,1,5,18,18,
Kampala,Kampala District,Ruzia Medical Centre,1,0,,,,
Ankole,Ntungamo District,Rwabakunya Domiciliary Clinic,1,1,,,,
Ankole,Kiruhura District,Rwabarata Health Centre III,1,1,-7,29,29,-186.7
Ankole,Kiruhura District,Rwabigyemano Health Centre III,1,1,59,11,11,-107.1
Kigezi,Rukungiri District,Rwabukoba Health Centre II,1,1,,1,1,
Tooro,Bunyangabu District,Rwagimba Health Centre III,1,1,55,9,9,43.3
Tooro,Kyenjojo District,Rwaitengya Health Centre III,1,1,-8,26,33,3.8
Kigezi,Rukungiri District,Rwakabengo Health Centre III,1,1,-78,32,32,-47.1
Ankole,Isingiro District,Rwakakwenda Health Centre II,1,1,36,7,7,0
Kigezi,Rukungiri District,Rwakigaju Health Centre II,1,1,,,,
Kigezi,Rukungiri District,Rwakirungura Health Centre II,1,1,-60,8,8,
Ankole,Mbarara City,Rwakishakizi Health Centre II,1,1,69,4,4,65.7
Ankole,Ntungamo District,Rwamabondo Health Centre II,1,1,9,10,14,11.9
Kampala,Kampala District,Rwambuga Domiciliary Clinic,1,1,100,,,
Kigezi,Rukungiri District,Rwamuhima Health Centre II,1,1,0,3,3,-9.1
Ankole,Sheema District,Rwamujojo Health Centre III,1,1,-350,9,8,30.8
