Region,District,HF,Expected reports,Actual reports,dropout rate,DPT3,PCV 3,wastage rate
Acholi,Gulu City,TASO Gulu,3,3,,0,0,
Busoga,Jinja City,TASO Jinja,3,3,,0,0,
Kampala,Kampala District,TASO Kanyanya,,,,,,
South Central,Masaka City,TASO Masaka,3,3,,,,
Bunyoro,Masindi District,TASO Masindi,3,2,,,,
Bugisu,Mbale City,TASO Mbale,3,3,,,,
Ankole,Mbarara City,TASO Mbarara,3,3,,0,0,
Kampala,Kampala District,TASO Mulago,3,3,,,,
Kigezi,Rukungiri District,TASO Rukungiri,3,2,,,,
Teso,Soroti City,TASO Soroti,3,3,,0,0,
Bukedi,Tororo District,TASO Tororo,3,3,,0,0,
South Central,Wakiso District,Tauba Clinic,,,,,,
North Central,Kayunga District,Tawhid Clinic,,,,,,
Kampala,Kampala District,Tawhid Medical Centre (Kampala),3,2,,,,
Kampala,Kampala District,Tawhid Medical Centre (Rubaga),,,,,,
Acholi,Gulu District,Te-Ato Health Centre II,3,2,12,44,44,7.3
Lango,Apac District,Teboke (PNFP) Health Centre II,3,2,21,70,58,4.2
Lango,Apac District,Teboke Health Centre III,3,2,8,92,92,-431.4
Bunyoro,Kiryandongo District,Techwa Health Centre II,3,3,17,75,75,34.3
Kampala,Kampala District,Teddy Medical Clinic,,,,,,
South Central,Wakiso District,Tefrey Medical Clinic,,,,,,
Bugisu,Kapchorwa District,Tegeres Health Centre III,3,3,3,86,86,-60.6
Acholi,Omoro District,Tegot Health Centre II,3,2,-14,66,66,1
South Central,Kalungu District,Teguzibirwa Dom Clinic,3,3,-11,92,92,-23
South Central,Masaka District,Tekera Health Centre II,3,2,-111,19,19,15.9
Acholi,Omoro District,Tekulu Health Centre III,3,2,41,13,14,79.8
Acholi,Pader District,Tekworo Medical Care,3,3,,0,0,
Lango,Kwania District,Tend Drugshop,,,,,,
Kampala,Kampala District,Tender Care Medical Centre,,,,,,
Kampala,Kampala District,Tender Clinic,,,,,,
South Central,Kalungu District,Tender Hands Nursing Home,,,,,,
Kampala,Kampala District,Tendo Medical Centre,,,,,,
Kampala,Kampala District,Tendo Medical Services,,,,,,
Bugisu,Kween District,Teren-Boy Health Centre III,3,2,-64,36,36,-13.8
Teso,Soroti City,Terrewode Community Women Hospital,3,2,,,,
Kampala,Kampala District,Terry Health Centre,3,2,,,,
Kampala,Kampala District,Tertesa Medical Centre,,,,,,
Bukedi,Budaka District,Terz Medical Clinic,3,2,,,,
Teso,Soroti City,Teso Health Care Health Centre II,,,,,,
Teso,Soroti City,Teso Safe Motherhood Health Centre III,3,2,,,,
Kampala,Kampala District,The Clinic At the Mall,3,0,,,,
Kampala,Kampala District,The Doctore Clinic,3,0,,,,
Kampala,Kampala District,The Family Clinic,,,,,,
Kampala,Kampala District,The Family Clinic and Nursing Home Kitintale,,,,,,
Kampala,Kampala District,The Galaxy 2012,3,2,,,,
Kampala,Kampala District,The Good Samaritan Clinic,3,0,,,,
North Central,Mukono District,The Great Big Project Medical Centre,3,2,,,,
Kampala,Kampala District,The Olive Medical Mission,,,,,,
Kampala,Kampala District,The Orthodontist Ltd,3,3,,,,
Kampala,Kampala District,The Othodontist,3,0,,,,
Tooro,Kyenjojo District,The Potters Clinic,3,3,,,,
South Central,Wakiso District,The Practice Medical Clinic,,,,,,
Kampala,Kampala District,The Royal Clinic,,,,,,
Kampala,Kampala District,The Skin Specialists Clinic,,,,,,
Kampala,Kampala District,The Specialist Clinic,3,0,,,,
Kampala,Kampala District,The Surgeon's Plaza,3,2,,,,
Kampala,Kampala District,The Surgery,3,2,56,4,5,144.4
West Nile,Zombo District,Ther-Uru Health Centre II,3,3,24,59,42,-2.4
South Central,Kalungu District,Thereza Ledochowska Health Centre II,3,3,-8,113,107,9.8
Bugisu,Mbale District,Thornbury Health Centre II,3,2,6,31,31,-162.9
Kampala,Kampala District,Thumbs Up Clinic,,,,,,
Kampala,Kampala District,Tick Medical Centre,3,2,-14,8,8,0
Bugisu,Kapchorwa District,Tigrim Health Centre II,3,3,26,56,56,-3.2
Bukedi,Busia District,Tiira Health Centre II,3,3,21,68,53,43.2
Lango,Kole District,Tikoling Health Centre III,3,2,,,,
Kampala,Kampala District,Tim Dental Clinic,,,,,,
Lango,Oyam District,Timagi Medical Health Centre III,3,2,-5,59,59,-20
Karamoja,Kaabong District,Timu Health Centre II,3,2,12,29,29,-18.6
Kampala,Kampala District,Tina Medical Clinic,,,,,,
Kampala,Kampala District,Tinka Clinic,,,,,,
Bukedi,Kibuku District,Tirinyi Health Centre III,3,2,-48,218,218,0.37
Teso,Soroti District,Tiriri Health Centre IV,3,2,-2,43,56,61.5
Kampala,Kampala District,Tito Clinic,,,,,,
South Central,Wakiso District,Tobiah Medical Centre,,,,,,
Bugisu,Mbale City,Tobin Clinic,3,3,,,,
Kampala,Kampala District,Todays Dental Clinic,,,,,,
Acholi,Nwoya District,Todora Health Centre III,3,2,-6,90,90,0
Karamoja,Nakapiripirit District,Tokora Health Centre IV,3,2,24,104,104,
Tooro,Bundibugyo District,Tombwe Health Centre III,3,3,62,8,13,72.8
North Central,Buikwe District,Tongolo Health Centre II,3,3,16,148,148,-132.5
Bunyoro,Hoima District,Tonya Health Centre III,3,2,35,37,37,
Kampala,Kampala District,Top Care Clinic (Kazo),,,,,,
North Central,Buikwe District,Top Care Lugazi Maternity Clinic,3,2,36,56,59,-9.2
North Central,Kayunga District,Top Care Medical Clinic,,,,,,
Kampala,Kampala District,Top Joy Clinic,,,,,,
Tooro,Kabarole District,Toro Kahuna Health Centre III,3,3,-43,10,10,-150
Acholi,Agago District,Toroma Health Centre II,3,2,-11,98,98,-118.4
Teso,Katakwi District,Toroma Health Centre IV,3,3,27,82,82,0.33
Bukedi,Tororo District,Tororo Clinic Centre,3,1,,,,
Bukedi,Tororo District,Tororo General Clinic,3,1,,,,
Bukedi,Tororo District,Tororo General Hospital,3,3,27,213,213,-152.8
Bukedi,Tororo District,Tororo Main Prisons Health Centre III,3,3,-67,5,5,33.3
Bukedi,Tororo District,Tororo Police Health Centre II,3,2,36,41,41,-4.7
Bukedi,Tororo District,Tororo Women Prisons Health Centre II,3,3,,0,0,
South Central,Wakiso District,Total Care Clinic,,,,,,
Kampala,Kampala District,Total Medical Centre,3,3,,,,
Kampala,Kampala District,Touch Clinic (Namuwongo),3,3,,,,
Lango,Oyam District,Touchlife Medical Centre,,,,,,
Bukedi,Pallisa District,Town Side Health Centre III,,,,,,
Kampala,Kampala District,Trans - Nile Medical Centre,3,2,-17,14,14,40.9
Kampala,Kampala District,Travel Clinic International,3,1,,,,
West Nile,Arua City,Treat Africa Integrated Ministries Arua,,,,,,
South Central,Wakiso District,Triam Medical Health Centre II,3,2,,,,
South Central,Wakiso District,Triangle Medical Clinic,,,,,,
North Central,Mukono District,Trinity Bajjo International Hospital,3,2,,,,
Teso,Soroti City,Trinity Clinic (Eastern),,,,,,
Lango,Apac District,Trinity Drugshop,,,,,,
Kampala,Kampala District,Trinity Health Care,3,0,,,,
Kampala,Kampala District,Trinity Health Services,,,,,,
Kampala,Kampala District,Trinity Life Health Care,,,,,,
South Central,Lyantonde District,Trinity medical clinic,3,2,,,,
South Central,Wakiso District,Trinity Medical Clinic (Gombe),,,,,,
Acholi,Omoro District,Trinity Medical Clinic (Lakwana),,,,,,
Ankole,Mitooma District,Trinity Medical Health Centre III,,,,,,
South Central,Wakiso District,Trinity Othocare Clinic,,,,,,
Kampala,Kampala District,Trio Clinic,3,0,,,,
South Central,Wakiso District,Triple B Clinic,,,,,,
South Central,Wakiso District,Tripple B Medical Clinic,3,2,,,,
Kampala,Kampala District,Tripple M Clinic,,,,,,
Tooro,Bunyangabu District,Trivest Medical Health Centre II,3,2,,,,
South Central,Wakiso District,Tropical Clinic (Entebbe),,,,,,
Kampala,Kampala District,Tropical Dental Clinic,,,,,,
South Central,Wakiso District,Tropical Medical Centre,3,2,,,,
Bugisu,Mbale City,Tropical Medical Centreand Maternity Home,,,,,,
North Central,Kayunga District,Tropical Medical Clinic,,,,,,
West Nile,Arua City,Tropical Medical Health Centre II,3,2,,,,
South Central,Wakiso District,Tropical Orthocare Clinic,,,,,,
Kampala,Kampala District,Tropical Spa Clinic,3,0,,,,
Kampala,Kampala District,True Care Health Centre II,3,0,,,,
Busoga,Mayuge District,True Image Medical Centre,3,2,44,48,48,
Kampala,Kampala District,True Life Care,3,0,,,,
North Central,Mubende District,True Vine Hospital,3,2,-9,85,86,-2.4
Bunyoro,Kakumiro District,True Vine Medical Health Centre III,3,2,,,,
Tooro,Kasese District,Trust Care Clinic Health Centre II,3,1,,,,
Kampala,Kampala District,Trust Clinic Bukoto,3,0,,,,
South Central,Wakiso District,Trust God Medical Clinic,,,,,,
Kampala,Kampala District,Trust in God Clinic,,,,,,
Busoga,Iganga District,Trust Medical Centre,,,,,,
Kampala,Kampala District,Trust Medical Centre,3,3,,,,
Kigezi,Kabale District,Trust Medical Centre (Kabale),3,2,,,,
South Central,Wakiso District,Trust Medical Centre (Massajja),,,,,,
North Central,Kayunga District,Trust Medical Clinic,3,0,,,,
Kampala,Kampala District,Trust Medical Clinic,3,1,,,,
Bunyoro,Masindi District,Trust Medical Health Centre II,3,3,,,,
Kampala,Kampala District,Trust Medical Services,3,2,,,,
North Central,Mityana District,Ttanda Health Centre II,3,2,38,26,27,79.6
South Central,Wakiso District,Ttikalu Health Centre III,3,3,7,158,158,-286.5
Kampala,Kampala District,Ttula Clinic,3,1,,,,
Kampala,Kampala District,Tuba Medical Clinic,3,2,,,,
North Central,Mukono District,Tubigobe Medical Clinic,3,2,,,,
Teso,Soroti District,Tubur Health Centre III,3,3,30,135,135,23.9
Bugisu,Kween District,Tuikat Health Centre II,3,2,-36,19,19,-63.6
Busoga,Mayuge District,Tujje Medical Clinic,3,3,,,,
West Nile,Terego District,Tuku Health Centre II,3,3,-15,46,45,-7.9
Bugisu,Bukwo District,Tulel Health Centre II,3,2,-12,46,46,41.8
West Nile,Yumbe District,Tuliki Health Centre II,3,3,8,85,85,59.8
Kampala,Kampala District,Tumaini Health Centre,3,0,,,,
Acholi,Kitgum District,Tumangu Health Centre II,3,3,45,12,12,-45.7
Bugisu,Kapchorwa District,Tumboboi Health Centre III,3,2,0,15,15,61.5
Ankole,Buhweju District,Tumu Hospital,3,3,-50,9,9,56
Ankole,Mitooma District,Tumusiime Medical Health Centre II,,,,,,
Kampala,Kampala District,Tumwebaze Clinic,,,,,,
South Central,Wakiso District,Tumwebaze Medical Clinic,,,,,,
South Central,Wakiso District,Tumwebaze Medical Clinic,,,,,,
Bugisu,Bulambuli District,Tunyi Health Centre II,3,2,19,26,26,-15.7
Kampala,Kampala District,Turkish Kiper Dental Clinic,,,,,,
Kampala,Kampala District,Tusubira Clinic,3,3,-21,34,34,30.9
South Central,Wakiso District,Tusubira Clinic and Maternity Home,3,2,,,,
Kampala,Kampala District,Tusubira Health Centre,,,,,,
Kampala,Kampala District,Tusuubira Med. Cent,,,,,,
West Nile,Yumbe District,Twajiji Health Centre III,3,3,-23,37,37,14.4
Kampala,Kampala District,Twani's Dental Clinic,3,1,,,,
South Central,Masaka District,Twegasse Community Clinic,3,2,,0,0,
South Central,Sembabule District,Twinomujuni Clinic,,,,,,
Kampala,Kampala District,Twins Clinic (Rubaga),,,,,,
Kampala,Kampala District,Twins Medical Services,3,1,,,,
West Nile,Adjumani District,Uderu Health Centre II,3,2,13,7,7,-166.7
Kampala,Kampala District,Ufamily Medical Chambers,,,,,,
Kampala,Kampala District,Uganda Cancer Institute,,,,,,
Teso,Soroti City,Uganda Cares Health Centre II,,,,,,
Kampala,Kampala District,Uganda Cares Kira Road Clinic,,,,,,
Kampala,Kampala District,Uganda Cares Owino Clinic,3,3,,,,
Bukedi,Budaka District,Uganda Clay Health Centre II,3,1,,,,
South Central,Wakiso District,Uganda Clays Clinic,3,2,,,,
Kampala,Kampala District,Uganda Heart Institute,,,,,,
Bunyoro,Buliisa District,Uganda Martyrs Health Centre II,3,2,,,,
South Central,Wakiso District,Uganda Martyrs Hospital,,,,,,
North Central,Mukono District,Uganda Martyrs Medical Centre,3,3,-8,114,114,-0.31
West Nile,Arua City,Uganda Military Health Centre II,,,,,,
Ankole,Ntungamo District,Uganda People's Defence Forces 401BDE Health Centre III,3,2,,,,
West Nile,Adjumani District,Ukusijoni Health Centre III,3,2,-2,47,46,-70
West Nile,Madi-Okollo District,Uleppi Health Centre III,3,2,36,34,37,25.6
Kampala,Kampala District,Ultima Trauma Andorthopaedic Centre,3,0,,,,
Acholi,Pader District,Ultimate Choice Clinic,3,3,,0,0,
North Central,Mukono District,Ultra Medical Centre,3,2,-16,52,52,-1180
Ankole,Sheema District,Ultra Medical Health Centre II,3,2,,,,
Kampala,Kampala District,Uma Medical and Dental Clinic,,,,,,
South Central,Wakiso District,Umar Bin Khatab Clinic,3,2,,,,
Kampala,Kampala District,UMC Victoria (Kamwokya) Hospital,,,,,,
Kampala,Kampala District,UMC Victoria (Naguru) Hospital,3,2,18,40,41,-1.6
West Nile,Yumbe District,Umoja Clinic,3,1,,,,
South Central,Wakiso District,Umuthi Medical Centre,3,2,10,37,37,
North Central,Kayunga District,United Med Care (Bbale Road),,,,,,
North Central,Kayunga District,United Medical Care Clinic,,,,,,
Tooro,Kyegegwa District,Unity Clinic,3,1,,,,
Lango,Kole District,Unity Clinic,,,,,,
Lango,Oyam District,Unity Drugshop Loro Town Council,,,,,,
Lango,Oyam District,Unity Medical Clinic,3,2,,0,0,
Kampala,Kampala District,Universal Health Care,,,,,,
Ankole,Ntungamo District,Universal Health Care,3,2,,,,
Kampala,Kampala District,Universal Medical Clinic,,,,,,
South Central,Wakiso District,Univic Health Centre II,3,1,,,,
Kampala,Kampala District,Univic Medical Centre,,,,,,
Kampala,Kampala District,Univic Medical Centre,,,,,,
Acholi,Gulu City,Unyama Health Centre II,3,3,35,34,34,-45.3
Kampala,Kampala District,Upcare Orthopaedic Clinic,,,,,,
Ankole,Mbarara City,UPDF 2nd Div. Health Centre IV,3,3,10,102,102,-0.32
South Central,Wakiso District,Uphill Medical Centre,3,2,,,,
Kampala,Kampala District,Upland Clinic (Makerere),,,,,,
Kampala,Kampala District,Upland Clinic (Nateete),3,2,,,,
Kampala,Kampala District,Upper Muwereza Medical Clinic,,,,,,
Busoga,Bugiri District,URHB Medical Centre,3,2,,,,
Busoga,Namayingo District,URHC Health Centre II,3,2,11,34,40,
South Central,Wakiso District,URO Care Hospital,3,1,,,,
Kampala,Kampala District,Urocare Clinic,,,,,,
Karamoja,Kaabong District,Usake Health Centre II,3,3,-1139,768,62,-304.1
West Nile,Adjumani District,Utatu Medical & Maternity Home Health Centre II,3,2,,,,
Lango,Oyam District,Utility Drugshop,,,,,,
Kampala,Kampala District,Uwera Medical Clinic,3,1,,,,
Bugisu,Mbale City,Uyahf Clinic,3,3,,,,
Kampala,Kampala District,Uzuri Health Clinic,3,2,,,,
South Central,Wakiso District,"Valley Medical Clinic, Zzana Health Centre III",3,2,,,,
Kampala,Kampala District,Value Aid Labaratory Centre,3,1,,,,
Kampala,Kampala District,Vana Health Clinic,3,0,,,,
North Central,Mukono District,Vantage Medical Health Centre II,3,2,,,,
Kampala,Kampala District,Vbc Medical Clinic,,,,,,
Bukedi,Tororo District,Veana Medical Centre,3,1,,,,
Kampala,Kampala District,Venero Plus Medical,3,0,,,,
Kampala,Kampala District,Venus Medical Centre,,,,,,
Kampala,Kampala District,Venus Medical Centre,3,3,-20,113,108,20
Ankole,Mbarara City,Veridina Medical Clinic,3,1,,,,
Kampala,Kampala District,Verna Dental Clinic,,,,,,
South Central,Masaka City,Verona Medical Clinic,,,,,,
Kampala,Kampala District,Vian Health Clinic,3,0,,,,
Kampala,Kampala District,Vian Medical Centre,3,0,,,,
South Central,Wakiso District,Vicam Health Care Clinic,3,2,,,,
North Central,Kayunga District,Victor Health Clinic,,,,,,
Kampala,Kampala District,Victor Medical Clinic,,,,,,
West Nile,Arua City,Victoria Clinic (Arua) Health Centre,,,,,,
Kampala,Kampala District,Victoria Clinic (Kampala),,,,,,
Kampala,Kampala District,Victoria Dental Clinic,3,1,,,,
Kampala,Kampala District,Victoria Domiciliary Clinic,3,2,,,,
South Central,Wakiso District,Victoria Domicilliary Clinic,,,,,,
Kampala,Kampala District,Victoria Health and Maternity Clinic,,,,,,
Kampala,Kampala District,Victoria Health Care Clinic,3,0,,,,
Kampala,Kampala District,Victoria Hospital,,,,,,
Kampala,Kampala District,Victoria Medical Centre,3,2,,,,
Lango,Lira City,Victoria Medical Centre,3,2,,,,
South Central,Wakiso District,Victoria Medical Centre (Masajja),,,,,,
Kampala,Kampala District,Victoria Medical Centre (Nakasero II),,,,,,
Kampala,Kampala District,Victoria Medical Clinic,,,,,,
West Nile,Adjumani District,Victoria Medical Clinic,3,2,,,,
South Central,Wakiso District,Victoria Medical Services Health Centre IV,3,2,0,29,29,
Kampala,Kampala District,Victoria University Healthcare Centre,,,,,,
Kigezi,Kanungu District,Victorious Medical Centre,3,3,35,13,13,14.3
South Central,Wakiso District,Victorious Medical Clinic,,,,,,
Kampala,Kampala District,Victory Domiciliary Clinic,,,,,,
Kampala,Kampala District,Victory Medical Centre,,,,,,
Busoga,Namayingo District,Victory Medical Centre,3,2,,,,
Acholi,Gulu City,Victory Medical Centre Clinic (Laroo),3,3,,0,0,
Bunyoro,Kiryandongo District,Victory Medical Clinic,3,3,,,,
West Nile,Arua City,Victory Women's Medical Care,3,3,41,13,13,-33.3
West Nile,Adjumani District,Viena Medical Centre Adjumani Health Centre II,3,2,,,,
Kampala,Kampala District,Vienna Medical Centre,,,,,,
Kampala,Kampala District,Viga Clinic,,,,,,
South Central,Wakiso District,Vigorous Domicilliary Clinic,,,,,,
South Central,Wakiso District,Vikamu Health Care Clinic,3,2,,,,
Tooro,Kyenjojo District,Villa Maria (Kaihura) Health Centre II,3,3,29,56,56,16.7
South Central,Kalungu District,Villa Maria Hospital,3,3,-2,164,164,35.5
Busoga,Bugiri District,Village Of Eden Health Centre II,3,2,12,73,73,-8
Kampala,Kampala District,Vim Clinic,3,0,,,,
Tooro,Fort Portal City,Vine Hospital,3,2,,,,
North Central,Mukono District,Vine Medical Centre,,,,,,
Kampala,Kampala District,Vine Medicare Clinic (Makindye II),3,2,18,14,14,-57.1
Kampala,Kampala District,Vine Medicare Clinic (Old Kampala),3,2,10,9,9,3.3
Kampala,Kampala District,Vine Medicare Service,3,0,,,,
Kampala,Kampala District,Viona Medical Centre,3,2,,,,
Kampala,Kampala District,Virgo Health Services,,,,,,
Tooro,Fort Portal City,Virika Hospital,3,3,1,393,393,-392.1
South Central,Wakiso District,Vision International Medical Centre,,,,,,
Kampala,Kampala District,Vision Medical Centre,3,2,11,41,44,-9.2
Acholi,Omoro District,Vision Medical Centre,,,,,,
South Central,Wakiso District,Vision Medical Clinic,,,,,,
Kampala,Kampala District,Vision Medical Clinic,3,0,,,,
Lango,Kwania District,Vision Medicines (U) Ltd Clinic,3,2,,,,
Lango,Kole District,Vital Care Drugshop,,,,,,
West Nile,Arua District,Vurra Health Centre III,3,3,23,103,104,-204.1
Kampala,Kampala District,Vyne Medical Centre,,,,,,
South Central,Wakiso District,Vyne Medical Clinic,,,,,,
North Central,Nakasongola District,Wabigalo Health Centre III,3,2,22,25,28,-17.9
Busoga,Mayuge District,Wabulungu Health Centre III,3,2,29,70,70,10.2
North Central,Luwero District,Wabusaana Prisons Clinic,3,0,,,,
North Central,Luwero District,Wabusana Health Centre III,3,3,20,117,122,57.2
North Central,Kayunga District,Wabwoko Health Centre III,3,3,40,25,28,
South Central,Wakiso District,Wadanga Medical Centre,,,,,,
West Nile,Pakwach District,Wadelai Health Centre III,3,2,8,88,88,70.5
West Nile,Maracha District,Wadra Health Centre III,3,2,23,69,69,25.7
Bugisu,Bududa District,Wafula Health Centre II,3,2,,,,
South Central,Wakiso District,Wagagai Health Centre IV,3,3,3,179,179,-5.4
North Central,Mukono District,Wagala Health Centre II,3,3,12,30,30,176.2
Busoga,Luuka District,Waibuga Health Centre III,3,2,2,111,111,-22.5
Busoga,Jinja District,Wairaka Health Centre II,3,2,29,10,10,
Bugisu,Manafwa District,Wajo Medical Centre,3,3,20,16,16,142.2
West Nile,Obongi District,Waka Health Centre II,3,1,,8,8,53.3
Busoga,Bugiri District,Wakawaka Health Centre II,3,2,20,85,85,3
North Central,Buikwe District,Wakisi Health Centre III,3,2,11,114,116,11
South Central,Wakiso District,Wakiso Banda Health Centre II,3,2,-33,32,32,
